school,close_contact,postive_case,suspected_case,total,date,cluster,listed
Magill ES,1.0,0.0,0.0,1.0,9/3/2020,South Gwinnett,yes
Mason ES,,,3.0,3.0,8/21/2020,Peachtree Ridge,added
Mason ES,,,1.0,1.0,8/24/2020,Peachtree Ridge,added
Mason ES,0.0,0.0,1.0,1.0,8/28/2020,Peachtree Ridge,added
Mason ES,0.0,0.0,1.0,1.0,8/31/2020,Peachtree Ridge,added
Mason ES,,,2.0,2.0,8/18/2020,Peachtree Ridge,added
Mason ES,,,2.0,2.0,8/19/2020,Peachtree Ridge,added
Mason ES,,,3.0,3.0,8/20/2020,Peachtree Ridge,added
Mason ES,,,1.0,1.0,8/25/2020,Peachtree Ridge,added
Mason ES,,,1.0,1.0,8/26/2020,Peachtree Ridge,added
Mason ES,0.0,0.0,0.0,0.0,9/1/2020,Peachtree Ridge,added
Mason ES,0.0,0.0,0.0,0.0,9/2/2020,Peachtree Ridge,added
Mason ES,0.0,0.0,0.0,0.0,9/3/2020,Peachtree Ridge,added
Maxwell HS of Technology,,,,0.0,8/21/2020,Other,yes
Maxwell HS of Technology,1.0,,,1.0,8/24/2020,Other,yes
Maxwell HS of Technology,1.0,0.0,0.0,1.0,8/28/2020,Other,yes
Maxwell HS of Technology,1.0,0.0,0.0,1.0,8/31/2020,Other,yes
Maxwell HS of Technology,,,,0.0,8/18/2020,Other,yes
Maxwell HS of Technology,,,,0.0,8/19/2020,Other,yes
Maxwell HS of Technology,,,,0.0,8/20/2020,Other,yes
Maxwell HS of Technology,1.0,,,1.0,8/25/2020,Other,yes
Maxwell HS of Technology,1.0,,,1.0,8/26/2020,Other,yes
Maxwell HS of Technology,1.0,0.0,0.0,1.0,9/1/2020,Other,yes
Maxwell HS of Technology,1.0,0.0,0.0,1.0,9/2/2020,Other,yes
Maxwell HS of Technology,1.0,0.0,0.0,1.0,9/3/2020,Other,yes
McClure Health Science HS,,,,0.0,8/21/2020,Meadowcreek,added
McClure Health Science HS,,,,0.0,8/24/2020,Meadowcreek,added
McClure Health Science HS,0.0,0.0,1.0,1.0,8/28/2020,Meadowcreek,added
McClure Health Science HS,0.0,0.0,1.0,1.0,8/31/2020,Meadowcreek,added
McClure Health Science HS,,,,0.0,8/18/2020,Meadowcreek,added
McClure Health Science HS,,,,0.0,8/19/2020,Meadowcreek,added
McClure Health Science HS,,,,0.0,8/20/2020,Meadowcreek,added
McClure Health Science HS,,,,0.0,8/25/2020,Meadowcreek,added
McClure Health Science HS,,,,0.0,8/26/2020,Meadowcreek,added
McClure Health Science HS,0.0,0.0,1.0,1.0,9/1/2020,Meadowcreek,added
McClure Health Science HS,0.0,0.0,1.0,1.0,9/2/2020,Meadowcreek,added
McClure Health Science HS,0.0,0.0,1.0,1.0,9/3/2020,Meadowcreek,added
McKendree ES,,,,0.0,8/21/2020,Collins Hill,added
McKendree ES,,,,0.0,8/24/2020,Collins Hill,added
McKendree ES,0.0,0.0,0.0,0.0,8/28/2020,Collins Hill,added
McKendree ES,0.0,0.0,0.0,0.0,8/31/2020,Collins Hill,added
McKendree ES,,1.0,,1.0,8/18/2020,Collins Hill,added
McKendree ES,,,,0.0,8/19/2020,Collins Hill,added
McKendree ES,,,,0.0,8/20/2020,Collins Hill,added
McKendree ES,,,,0.0,8/25/2020,Collins Hill,added
McKendree ES,,,,0.0,8/26/2020,Collins Hill,added
McKendree ES,0.0,0.0,0.0,0.0,9/1/2020,Collins Hill,added
McKendree ES,0.0,0.0,0.0,0.0,9/2/2020,Collins Hill,added
McKendree ES,0.0,0.0,1.0,1.0,9/3/2020,Collins Hill,added
Meadowcreek ES,1.0,,,1.0,8/21/2020,Meadowcreek,added
Meadowcreek ES,,,,0.0,8/24/2020,Meadowcreek,added
Meadowcreek ES,1.0,0.0,1.0,2.0,8/28/2020,Meadowcreek,added
Meadowcreek ES,1.0,0.0,1.0,2.0,8/31/2020,Meadowcreek,added
Meadowcreek ES,1.0,,,1.0,8/18/2020,Meadowcreek,added
Meadowcreek ES,1.0,,,1.0,8/19/2020,Meadowcreek,added
Meadowcreek ES,1.0,,,1.0,8/20/2020,Meadowcreek,added
Meadowcreek ES,1.0,,,1.0,8/25/2020,Meadowcreek,added
Meadowcreek ES,1.0,,1.0,2.0,8/26/2020,Meadowcreek,added
Meadowcreek ES,1.0,0.0,1.0,2.0,9/1/2020,Meadowcreek,added
Meadowcreek ES,0.0,0.0,0.0,0.0,9/2/2020,Meadowcreek,added
Meadowcreek ES,0.0,0.0,4.0,4.0,9/3/2020,Meadowcreek,added
Meadowcreek HS,3.0,,7.0,10.0,8/21/2020,Meadowcreek,yes
Meadowcreek HS,2.0,,6.0,8.0,8/24/2020,Meadowcreek,yes
Meadowcreek HS,2.0,0.0,6.0,8.0,8/28/2020,Meadowcreek,yes
Meadowcreek HS,2.0,0.0,7.0,9.0,8/31/2020,Meadowcreek,yes
Meadowcreek HS,3.0,,4.0,7.0,8/18/2020,Meadowcreek,yes
Meadowcreek HS,3.0,,5.0,8.0,8/19/2020,Meadowcreek,yes
Meadowcreek HS,3.0,,5.0,8.0,8/20/2020,Meadowcreek,yes
Meadowcreek HS,2.0,,6.0,8.0,8/25/2020,Meadowcreek,yes
Meadowcreek HS,1.0,,7.0,8.0,8/26/2020,Meadowcreek,yes
Meadowcreek HS,6.0,0.0,6.0,12.0,9/1/2020,Meadowcreek,yes
Meadowcreek HS,7.0,0.0,5.0,12.0,9/2/2020,Meadowcreek,yes
Meadowcreek HS,7.0,0.0,7.0,14.0,9/3/2020,Meadowcreek,yes
Mill Creek HS,2.0,,2.0,4.0,8/21/2020,Mill Creek,added
Mill Creek HS,1.0,,2.0,3.0,8/24/2020,Mill Creek,added
Mill Creek HS,1.0,0.0,1.0,2.0,8/28/2020,Mill Creek,added
Mill Creek HS,1.0,0.0,1.0,2.0,8/31/2020,Mill Creek,added
Mill Creek HS,2.0,,2.0,4.0,8/18/2020,Mill Creek,added
Mill Creek HS,2.0,,2.0,4.0,8/19/2020,Mill Creek,added
Mill Creek HS,2.0,,2.0,4.0,8/20/2020,Mill Creek,added
Mill Creek HS,1.0,,2.0,3.0,8/25/2020,Mill Creek,added
Mill Creek HS,2.0,,2.0,4.0,8/26/2020,Mill Creek,added
Mill Creek HS,3.0,0.0,2.0,5.0,9/1/2020,Mill Creek,added
Mill Creek HS,22.0,1.0,2.0,25.0,9/2/2020,Mill Creek,added
Mill Creek HS,24.0,1.0,2.0,27.0,9/3/2020,Mill Creek,added
Minor ES,1.0,,1.0,2.0,8/21/2020,Berkmar,added
Minor ES,1.0,,1.0,2.0,8/24/2020,Berkmar,added
Minor ES,2.0,0.0,1.0,3.0,8/28/2020,Berkmar,added
Minor ES,2.0,0.0,1.0,3.0,8/31/2020,Berkmar,added
Minor ES,,,,0.0,8/18/2020,Berkmar,added
Minor ES,,,,0.0,8/19/2020,Berkmar,added
Minor ES,1.0,,1.0,2.0,8/20/2020,Berkmar,added
Minor ES,1.0,,1.0,2.0,8/25/2020,Berkmar,added
Minor ES,1.0,,1.0,2.0,8/26/2020,Berkmar,added
Minor ES,2.0,1.0,1.0,4.0,9/1/2020,Berkmar,added
Minor ES,2.0,1.0,1.0,4.0,9/2/2020,Berkmar,added
Minor ES,3.0,1.0,1.0,5.0,9/3/2020,Berkmar,added
Moore MS,,,,0.0,8/21/2020,Central Gwinnett,yes
Moore MS,,,,0.0,8/24/2020,Central Gwinnett,yes
Moore MS,1.0,0.0,0.0,1.0,8/28/2020,Central Gwinnett,yes
Moore MS,1.0,0.0,0.0,1.0,8/31/2020,Central Gwinnett,yes
Moore MS,,1.0,,1.0,8/18/2020,Central Gwinnett,yes
Moore MS,,1.0,,1.0,8/19/2020,Central Gwinnett,yes
Moore MS,,1.0,,1.0,8/20/2020,Central Gwinnett,yes
Moore MS,,,,0.0,8/25/2020,Central Gwinnett,yes
Moore MS,,,,0.0,8/26/2020,Central Gwinnett,yes
Moore MS,5.0,0.0,1.0,6.0,9/1/2020,Central Gwinnett,yes
Moore MS,5.0,0.0,1.0,6.0,9/2/2020,Central Gwinnett,yes
Moore MS,6.0,0.0,1.0,7.0,9/3/2020,Central Gwinnett,yes
Mountain Park ES,,,,0.0,8/21/2020,Parkview,added
Mountain Park ES,,,,0.0,8/24/2020,Parkview,added
Mountain Park ES,0.0,0.0,0.0,0.0,8/28/2020,Parkview,added
Mountain Park ES,0.0,0.0,0.0,0.0,8/31/2020,Parkview,added
Mountain Park ES,,,,0.0,8/18/2020,Parkview,added
Mountain Park ES,,,,0.0,8/19/2020,Parkview,added
Mountain Park ES,,,,0.0,8/20/2020,Parkview,added
Mountain Park ES,,,,0.0,8/25/2020,Parkview,added
Mountain Park ES,,,,0.0,8/26/2020,Parkview,added
Mountain Park ES,0.0,0.0,0.0,0.0,9/1/2020,Parkview,added
Mountain Park ES,0.0,0.0,0.0,0.0,9/2/2020,Parkview,added
Mountain Park ES,0.0,0.0,1.0,1.0,9/3/2020,Parkview,added
Mountain View HS,,,1.0,1.0,8/21/2020,Mountain View,yes
Mountain View HS,,,1.0,1.0,8/24/2020,Mountain View,yes
Mountain View HS,4.0,0.0,2.0,6.0,8/28/2020,Mountain View,yes
Mountain View HS,9.0,0.0,3.0,12.0,8/31/2020,Mountain View,yes
Mountain View HS,,,,0.0,8/18/2020,Mountain View,yes
Mountain View HS,,,,0.0,8/19/2020,Mountain View,yes
Mountain View HS,,,,0.0,8/20/2020,Mountain View,yes
Mountain View HS,,,1.0,1.0,8/25/2020,Mountain View,yes
Mountain View HS,,,,0.0,8/26/2020,Mountain View,yes
Mountain View HS,9.0,0.0,7.0,16.0,9/1/2020,Mountain View,yes
Mountain View HS,11.0,0.0,7.0,18.0,9/2/2020,Mountain View,yes
Mountain View HS,12.0,0.0,8.0,20.0,9/3/2020,Mountain View,yes
Mulberry ES,6.0,,,6.0,8/21/2020,Dacula,yes
Mulberry ES,6.0,,,6.0,8/24/2020,Dacula,yes
Mulberry ES,5.0,0.0,5.0,10.0,8/28/2020,Dacula,yes
Mulberry ES,5.0,0.0,5.0,10.0,8/31/2020,Dacula,yes
Mulberry ES,2.0,,,2.0,8/18/2020,Dacula,yes
Mulberry ES,2.0,,,2.0,8/19/2020,Dacula,yes
Mulberry ES,2.0,,,2.0,8/20/2020,Dacula,yes
Mulberry ES,5.0,,3.0,8.0,8/25/2020,Dacula,yes
Mulberry ES,5.0,,3.0,8.0,8/26/2020,Dacula,yes
Mulberry ES,13.0,0.0,6.0,19.0,9/1/2020,Dacula,yes
Mulberry ES,9.0,0.0,8.0,17.0,9/2/2020,Dacula,yes
Mulberry ES,14.0,0.0,8.0,22.0,9/3/2020,Dacula,yes
Nesbit ES,1.0,,,1.0,8/21/2020,Meadowcreek,added
Nesbit ES,1.0,,,1.0,8/24/2020,Meadowcreek,added
Nesbit ES,0.0,0.0,0.0,0.0,8/28/2020,Meadowcreek,added
Nesbit ES,0.0,0.0,0.0,0.0,8/31/2020,Meadowcreek,added
Nesbit ES,2.0,,,2.0,8/18/2020,Meadowcreek,added
Nesbit ES,2.0,,,2.0,8/19/2020,Meadowcreek,added
Nesbit ES,1.0,,,1.0,8/20/2020,Meadowcreek,added
Nesbit ES,1.0,,,1.0,8/25/2020,Meadowcreek,added
Nesbit ES,1.0,,,1.0,8/26/2020,Meadowcreek,added
Nesbit ES,0.0,0.0,1.0,1.0,9/1/2020,Meadowcreek,added
Nesbit ES,0.0,0.0,1.0,1.0,9/2/2020,Meadowcreek,added
Nesbit ES,0.0,0.0,2.0,2.0,9/3/2020,Meadowcreek,added
Norcross ES,,,,0.0,8/21/2020,Norcross,added
Norcross ES,,,,0.0,8/24/2020,Norcross,added
Norcross ES,3.0,0.0,1.0,4.0,8/28/2020,Norcross,added
Norcross ES,4.0,0.0,1.0,5.0,8/31/2020,Norcross,added
Norcross ES,,,,0.0,8/18/2020,Norcross,added
Norcross ES,,,,0.0,8/19/2020,Norcross,added
Norcross ES,,,,0.0,8/20/2020,Norcross,added
Norcross ES,,,,0.0,8/25/2020,Norcross,added
Norcross ES,3.0,,1.0,4.0,8/26/2020,Norcross,added
Norcross ES,10.0,0.0,4.0,14.0,9/1/2020,Norcross,added
Norcross ES,10.0,0.0,5.0,15.0,9/2/2020,Norcross,added
Norcross ES,10.0,0.0,7.0,17.0,9/3/2020,Norcross,added
Norcross HS,1.0,,3.0,4.0,8/21/2020,Norcross,yes
Norcross HS,1.0,,3.0,4.0,8/24/2020,Norcross,yes
Norcross HS,2.0,0.0,2.0,4.0,8/28/2020,Norcross,yes
Norcross HS,2.0,0.0,2.0,4.0,8/31/2020,Norcross,yes
Norcross HS,1.0,,1.0,2.0,8/18/2020,Norcross,yes
Norcross HS,1.0,,1.0,2.0,8/19/2020,Norcross,yes
Norcross HS,1.0,,2.0,3.0,8/20/2020,Norcross,yes
Norcross HS,1.0,,3.0,4.0,8/25/2020,Norcross,yes
Norcross HS,2.0,,3.0,5.0,8/26/2020,Norcross,yes
Norcross HS,2.0,0.0,1.0,3.0,9/1/2020,Norcross,yes
Norcross HS,1.0,0.0,2.0,3.0,9/2/2020,Norcross,yes
Norcross HS,2.0,0.0,2.0,4.0,9/3/2020,Norcross,yes
North Gwinnett HS,,,1.0,1.0,8/21/2020,North Gwinnett,yes
North Gwinnett HS,,,1.0,1.0,8/24/2020,North Gwinnett,yes
North Gwinnett HS,2.0,2.0,2.0,6.0,8/28/2020,North Gwinnett,yes
North Gwinnett HS,3.0,2.0,2.0,7.0,8/31/2020,North Gwinnett,yes
North Gwinnett HS,,,,0.0,8/18/2020,North Gwinnett,yes
North Gwinnett HS,,,,0.0,8/19/2020,North Gwinnett,yes
North Gwinnett HS,,,1.0,1.0,8/20/2020,North Gwinnett,yes
North Gwinnett HS,,,1.0,1.0,8/25/2020,North Gwinnett,yes
North Gwinnett HS,,,1.0,1.0,8/26/2020,North Gwinnett,yes
North Gwinnett HS,3.0,2.0,2.0,7.0,9/1/2020,North Gwinnett,yes
North Gwinnett HS,5.0,0.0,3.0,8.0,9/2/2020,North Gwinnett,yes
North Gwinnett HS,10.0,0.0,5.0,15.0,9/3/2020,North Gwinnett,yes
North Gwinnett MS,2.0,,1.0,3.0,8/21/2020,North Gwinnett,yes
North Gwinnett MS,2.0,,1.0,3.0,8/24/2020,North Gwinnett,yes
North Gwinnett MS,0.0,0.0,1.0,1.0,8/28/2020,North Gwinnett,yes
North Gwinnett MS,1.0,0.0,1.0,2.0,8/31/2020,North Gwinnett,yes
North Gwinnett MS,1.0,,1.0,2.0,8/18/2020,North Gwinnett,yes
North Gwinnett MS,1.0,,1.0,2.0,8/19/2020,North Gwinnett,yes
North Gwinnett MS,2.0,,1.0,3.0,8/20/2020,North Gwinnett,yes
North Gwinnett MS,1.0,,1.0,2.0,8/25/2020,North Gwinnett,yes
North Gwinnett MS,1.0,,1.0,2.0,8/26/2020,North Gwinnett,yes
North Gwinnett MS,1.0,0.0,1.0,2.0,9/1/2020,North Gwinnett,yes
North Gwinnett MS,2.0,0.0,1.0,3.0,9/2/2020,North Gwinnett,yes
North Gwinnett MS,3.0,0.0,1.0,4.0,9/3/2020,North Gwinnett,yes
Northbrook MS,1.0,,,1.0,8/21/2020,Peachtree Ridge,yes
Northbrook MS,1.0,1.0,,2.0,8/24/2020,Peachtree Ridge,yes
Northbrook MS,0.0,1.0,0.0,1.0,8/28/2020,Peachtree Ridge,yes
Northbrook MS,0.0,1.0,0.0,1.0,8/31/2020,Peachtree Ridge,yes
Northbrook MS,4.0,,,4.0,8/18/2020,Peachtree Ridge,yes
Northbrook MS,4.0,,,4.0,8/19/2020,Peachtree Ridge,yes
Northbrook MS,3.0,,,3.0,8/20/2020,Peachtree Ridge,yes
Northbrook MS,1.0,1.0,,2.0,8/25/2020,Peachtree Ridge,yes
Northbrook MS,,1.0,,1.0,8/26/2020,Peachtree Ridge,yes
Northbrook MS,0.0,0.0,0.0,0.0,9/1/2020,Peachtree Ridge,yes
Northbrook MS,0.0,0.0,0.0,0.0,9/2/2020,Peachtree Ridge,yes
Northbrook MS,0.0,0.0,0.0,0.0,9/3/2020,Peachtree Ridge,yes
Norton ES,,,,0.0,8/21/2020,South Gwinnett,yes
Norton ES,,,1.0,1.0,8/24/2020,South Gwinnett,yes
Norton ES,1.0,0.0,1.0,2.0,8/28/2020,South Gwinnett,yes
Norton ES,1.0,0.0,1.0,2.0,8/31/2020,South Gwinnett,yes
Norton ES,,,,0.0,8/18/2020,South Gwinnett,yes
Norton ES,,,,0.0,8/19/2020,South Gwinnett,yes
Norton ES,,,,0.0,8/20/2020,South Gwinnett,yes
Norton ES,1.0,,1.0,2.0,8/25/2020,South Gwinnett,yes
Norton ES,1.0,,1.0,2.0,8/26/2020,South Gwinnett,yes
Norton ES,0.0,0.0,0.0,0.0,9/1/2020,South Gwinnett,yes
Norton ES,0.0,0.0,0.0,0.0,9/2/2020,South Gwinnett,yes
Norton ES,0.0,0.0,0.0,0.0,9/3/2020,South Gwinnett,yes
Oakland Meadow School,1.0,,1.0,2.0,8/21/2020,Other,added
Oakland Meadow School,1.0,,,1.0,8/24/2020,Other,added
Oakland Meadow School,5.0,0.0,1.0,6.0,8/28/2020,Other,added
Oakland Meadow School,5.0,0.0,2.0,7.0,8/31/2020,Other,added
Oakland Meadow School,1.0,,1.0,2.0,8/18/2020,Other,added
Oakland Meadow School,1.0,,1.0,2.0,8/19/2020,Other,added
Oakland Meadow School,1.0,,1.0,2.0,8/20/2020,Other,added
Oakland Meadow School,4.0,,1.0,5.0,8/25/2020,Other,added
Oakland Meadow School,5.0,,1.0,6.0,8/26/2020,Other,added
Oakland Meadow School,5.0,0.0,3.0,8.0,9/1/2020,Other,added
Oakland Meadow School,7.0,0.0,3.0,10.0,9/2/2020,Other,added
Oakland Meadow School,7.0,0.0,2.0,9.0,9/3/2020,Other,added
Osborne MS,2.0,1.0,1.0,4.0,8/21/2020,Mill Creek,yes
Osborne MS,2.0,1.0,,3.0,8/24/2020,Mill Creek,yes
Osborne MS,1.0,0.0,0.0,1.0,8/28/2020,Mill Creek,yes
Osborne MS,3.0,0.0,0.0,3.0,8/31/2020,Mill Creek,yes
Osborne MS,1.0,,1.0,2.0,8/18/2020,Mill Creek,yes
Osborne MS,2.0,,1.0,3.0,8/19/2020,Mill Creek,yes
Osborne MS,2.0,1.0,1.0,4.0,8/20/2020,Mill Creek,yes
Osborne MS,2.0,1.0,,3.0,8/25/2020,Mill Creek,yes
Osborne MS,2.0,1.0,,3.0,8/26/2020,Mill Creek,yes
Osborne MS,3.0,0.0,0.0,3.0,9/1/2020,Mill Creek,yes
Osborne MS,3.0,0.0,0.0,3.0,9/2/2020,Mill Creek,yes
Osborne MS,7.0,0.0,1.0,8.0,9/3/2020,Mill Creek,yes
Parkview HS,7.0,,4.0,11.0,8/21/2020,Parkview,yes
Parkview HS,7.0,,2.0,9.0,8/24/2020,Parkview,yes
Parkview HS,1.0,1.0,3.0,5.0,8/28/2020,Parkview,yes
Parkview HS,1.0,1.0,3.0,5.0,8/31/2020,Parkview,yes
Parkview HS,6.0,,2.0,8.0,8/18/2020,Parkview,yes
Parkview HS,6.0,,3.0,9.0,8/19/2020,Parkview,yes
Parkview HS,7.0,,3.0,10.0,8/20/2020,Parkview,yes
Parkview HS,6.0,,1.0,7.0,8/25/2020,Parkview,yes
Parkview HS,6.0,,1.0,7.0,8/26/2020,Parkview,yes
Parkview HS,2.0,1.0,3.0,6.0,9/1/2020,Parkview,yes
Parkview HS,1.0,1.0,3.0,5.0,9/2/2020,Parkview,yes
Parkview HS,1.0,0.0,4.0,5.0,9/3/2020,Parkview,yes
Partee ES,,1.0,,1.0,8/21/2020,Shiloh,added
Partee ES,,1.0,,1.0,8/24/2020,Shiloh,added
Partee ES,1.0,0.0,0.0,1.0,8/28/2020,Shiloh,added
Partee ES,1.0,0.0,0.0,1.0,8/31/2020,Shiloh,added
Partee ES,,,1.0,1.0,8/18/2020,Shiloh,added
Partee ES,,1.0,1.0,2.0,8/19/2020,Shiloh,added
Partee ES,,1.0,1.0,2.0,8/20/2020,Shiloh,added
Partee ES,,1.0,,1.0,8/25/2020,Shiloh,added
Partee ES,,1.0,,1.0,8/26/2020,Shiloh,added
Partee ES,1.0,0.0,0.0,1.0,9/1/2020,Shiloh,added
Partee ES,1.0,0.0,0.0,1.0,9/2/2020,Shiloh,added
Partee ES,1.0,0.0,0.0,1.0,9/3/2020,Shiloh,added
Patrick ES,,,,0.0,8/21/2020,Mountain View,added
Patrick ES,,,,0.0,8/24/2020,Mountain View,added
Patrick ES,0.0,0.0,0.0,0.0,8/28/2020,Mountain View,added
Patrick ES,0.0,0.0,0.0,0.0,8/31/2020,Mountain View,added
Patrick ES,1.0,,,1.0,8/18/2020,Mountain View,added
Patrick ES,,,,0.0,8/19/2020,Mountain View,added
Patrick ES,,,,0.0,8/20/2020,Mountain View,added
Patrick ES,,,,0.0,8/25/2020,Mountain View,added
Patrick ES,,,,0.0,8/26/2020,Mountain View,added
Patrick ES,0.0,0.0,0.0,0.0,9/1/2020,Mountain View,added
Patrick ES,0.0,0.0,0.0,0.0,9/2/2020,Mountain View,added
Patrick ES,0.0,0.0,0.0,0.0,9/3/2020,Mountain View,added
Paul Duke STEM HS,,,,0.0,8/21/2020,Norcross,added
Paul Duke STEM HS,,,,0.0,8/24/2020,Norcross,added
Paul Duke STEM HS,0.0,0.0,0.0,0.0,8/28/2020,Norcross,added
Paul Duke STEM HS,0.0,0.0,0.0,0.0,8/31/2020,Norcross,added
Paul Duke STEM HS,,,,0.0,8/18/2020,Norcross,added
Paul Duke STEM HS,,,,0.0,8/19/2020,Norcross,added
Paul Duke STEM HS,,,,0.0,8/20/2020,Norcross,added
Paul Duke STEM HS,,,,0.0,8/25/2020,Norcross,added
Paul Duke STEM HS,,,,0.0,8/26/2020,Norcross,added
Paul Duke STEM HS,0.0,0.0,0.0,0.0,9/1/2020,Norcross,added
Paul Duke STEM HS,0.0,0.0,0.0,0.0,9/2/2020,Norcross,added
Paul Duke STEM HS,0.0,0.0,0.0,0.0,9/3/2020,Norcross,added
Peachtree ES,2.0,,,2.0,8/21/2020,Norcross,yes
Peachtree ES,3.0,,,3.0,8/24/2020,Norcross,yes
Peachtree ES,5.0,0.0,1.0,6.0,8/28/2020,Norcross,yes
Peachtree ES,5.0,0.0,1.0,6.0,8/31/2020,Norcross,yes
Peachtree ES,,,,0.0,8/18/2020,Norcross,yes
Peachtree ES,1.0,,,1.0,8/19/2020,Norcross,yes
Peachtree ES,1.0,,,1.0,8/20/2020,Norcross,yes
Peachtree ES,3.0,,,3.0,8/25/2020,Norcross,yes
Peachtree ES,3.0,,,3.0,8/26/2020,Norcross,yes
Peachtree ES,4.0,0.0,1.0,5.0,9/1/2020,Norcross,yes
Peachtree ES,3.0,0.0,1.0,4.0,9/2/2020,Norcross,yes
Peachtree ES,4.0,0.0,1.0,5.0,9/3/2020,Norcross,yes
Peachtree Ridge HS,,1.0,3.0,4.0,8/21/2020,Peachtree Ridge,yes
Peachtree Ridge HS,,1.0,1.0,2.0,8/24/2020,Peachtree Ridge,yes
Peachtree Ridge HS,0.0,1.0,2.0,3.0,8/28/2020,Peachtree Ridge,yes
Peachtree Ridge HS,0.0,1.0,2.0,3.0,8/31/2020,Peachtree Ridge,yes
Peachtree Ridge HS,,1.0,2.0,3.0,8/18/2020,Peachtree Ridge,yes
Peachtree Ridge HS,,1.0,3.0,4.0,8/19/2020,Peachtree Ridge,yes
Peachtree Ridge HS,,1.0,3.0,4.0,8/20/2020,Peachtree Ridge,yes
Peachtree Ridge HS,,1.0,1.0,2.0,8/25/2020,Peachtree Ridge,yes
Peachtree Ridge HS,,1.0,1.0,2.0,8/26/2020,Peachtree Ridge,yes
Peachtree Ridge HS,0.0,0.0,2.0,2.0,9/1/2020,Peachtree Ridge,yes
Peachtree Ridge HS,2.0,0.0,2.0,4.0,9/2/2020,Peachtree Ridge,yes
Peachtree Ridge HS,3.0,0.0,2.0,5.0,9/3/2020,Peachtree Ridge,yes
Pharr ES,5.0,,1.0,6.0,8/21/2020,Grayson,yes
Pharr ES,5.0,,1.0,6.0,8/24/2020,Grayson,yes
Pharr ES,6.0,0.0,1.0,7.0,8/28/2020,Grayson,yes
Pharr ES,6.0,0.0,0.0,6.0,8/31/2020,Grayson,yes
Pharr ES,,,,0.0,8/18/2020,Grayson,yes
Pharr ES,,,,0.0,8/19/2020,Grayson,yes
Pharr ES,,,,0.0,8/20/2020,Grayson,yes
Pharr ES,5.0,,1.0,6.0,8/25/2020,Grayson,yes
Pharr ES,6.0,,1.0,7.0,8/26/2020,Grayson,yes
Pharr ES,6.0,0.0,0.0,6.0,9/1/2020,Grayson,yes
Pharr ES,2.0,0.0,0.0,2.0,9/2/2020,Grayson,yes
Pharr ES,21.0,0.0,1.0,22.0,9/3/2020,Grayson,yes
Phoenix HS,,,,0.0,8/21/2020,Other,added
Phoenix HS,,,,0.0,8/24/2020,Other,added
Phoenix HS,0.0,0.0,1.0,1.0,8/28/2020,Other,added
Phoenix HS,0.0,0.0,1.0,1.0,8/31/2020,Other,added
Phoenix HS,,,,0.0,8/18/2020,Other,added
Phoenix HS,,,,0.0,8/19/2020,Other,added
Phoenix HS,,,,0.0,8/20/2020,Other,added
Phoenix HS,,,1.0,1.0,8/25/2020,Other,added
Phoenix HS,,,1.0,1.0,8/26/2020,Other,added
Phoenix HS,0.0,0.0,0.0,0.0,9/1/2020,Other,added
Phoenix HS,0.0,0.0,0.0,0.0,9/2/2020,Other,added
Phoenix HS,0.0,0.0,0.0,0.0,9/3/2020,Other,added
Pinckneyville MS,,,,0.0,8/21/2020,Norcross,added
Pinckneyville MS,,,,0.0,8/24/2020,Norcross,added
Pinckneyville MS,1.0,0.0,1.0,2.0,8/28/2020,Norcross,added
Pinckneyville MS,1.0,0.0,1.0,2.0,8/31/2020,Norcross,added
Pinckneyville MS,,,,0.0,8/18/2020,Norcross,added
Pinckneyville MS,,,,0.0,8/19/2020,Norcross,added
Pinckneyville MS,,,,0.0,8/20/2020,Norcross,added
Pinckneyville MS,1.0,,,1.0,8/25/2020,Norcross,added
Pinckneyville MS,1.0,,,1.0,8/26/2020,Norcross,added
Pinckneyville MS,1.0,0.0,1.0,2.0,9/1/2020,Norcross,added
Pinckneyville MS,1.0,0.0,1.0,2.0,9/2/2020,Norcross,added
Pinckneyville MS,1.0,0.0,1.0,2.0,9/3/2020,Norcross,added
Puckett's Mill ES,2.0,1.0,,3.0,8/21/2020,Mill Creek,yes
Puckett's Mill ES,1.0,,,1.0,8/24/2020,Mill Creek,yes
Puckett's Mill ES,4.0,0.0,2.0,6.0,8/28/2020,Mill Creek,yes
Puckett's Mill ES,4.0,0.0,3.0,7.0,8/31/2020,Mill Creek,yes
Puckett's Mill ES,1.0,1.0,,2.0,8/18/2020,Mill Creek,yes
Puckett's Mill ES,1.0,1.0,,2.0,8/19/2020,Mill Creek,yes
Puckett's Mill ES,1.0,1.0,,2.0,8/20/2020,Mill Creek,yes
Puckett's Mill ES,1.0,,,1.0,8/25/2020,Mill Creek,yes
Puckett's Mill ES,1.0,,,1.0,8/26/2020,Mill Creek,yes
Puckett's Mill ES,4.0,0.0,4.0,8.0,9/1/2020,Mill Creek,yes
Puckett's Mill ES,4.0,0.0,4.0,8.0,9/2/2020,Mill Creek,yes
Puckett's Mill ES,4.0,0.0,4.0,8.0,9/3/2020,Mill Creek,yes
Radloff MS,,,,0.0,8/21/2020,Meadowcreek,added
Radloff MS,,,,0.0,8/24/2020,Meadowcreek,added
Radloff MS,0.0,0.0,0.0,0.0,8/28/2020,Meadowcreek,added
Radloff MS,1.0,0.0,0.0,1.0,8/31/2020,Meadowcreek,added
